Cedrino;;;;;;;;;;
3;Minori tra il Flumendosa e il Flumini Mannu di Cagliari;San Priamo;SAN VITO;Bacini Flumendosa-Flumineddu;16;48,4;68,6;;;1 h;0,0;0;0;200420170000
;;;;;;80,6;115;;;3 h;0,0;0;0;200420170000
;;;;;;111,2;159,4;;;6 h;0,0;0;0;200420170000
;;;;;;153,4;220,8;;;12 h;0,0;0;0;200420170000
;;;;;;211,6;305,8;;;24 h;0,0;0;0;200420170000
4;Minori tra il Flumendosa e il Flumini Mannu di Cagliari;Serpeddi' Meteo;SINNAI;Campidano;908;45,2;64,4;;;1 h;0,0;0;0;200420170000
;;;;;;72,2;103,2;;;3 h;0,0;0;0;200420170000
;;;;;;97;139,2;;;6 h;0,0;0;0;200420170000
;;;;;;130,4;187,6;;;12 h;0,0;0;0;200420170000
;;;;;;175;252,8;;;24 h;0,0;0;0;200420170000
Minori tra il Flumini Mannu di Cagliari, il Cixerri, il Palmas e il Flumini Mannu di Pabillonis;;;;;;;;;;
1;Minori tra il Flumini Mannu di Cagliari, il Cixerri, il Palmas e il Flumini Mannu di Pabillonis;Flumentepido;CARBONIA;Iglesiente;74;37;51,6;12:13;13:13 del 19 apr 2017;1 h;1,0;0,03;0,02;200420170000
;;;;;;50,4;70,2;10:13;13:13 del 19 apr 2017;3 h;1,0;0,02;0,01;200420170000
;;;;;;61,6;85,2;07:13;13:13 del 19 apr 2017;6 h;1,0;0,02;0,01;200420170000
;;;;;;75;103,4;01:13;13:13 del 19 apr 2017;12 h;1,0;0,01;0,01;200420170000
;;;;;;91,2;125,6;00:00;00:00 del 20 apr 2017;24 h;1,0;0,01;0,01;200420170000
2;Minori tra il Flumini Mannu di Cagliari, il Cixerri, il Palmas e il Flumini Mannu di Pabillonis;Sant'Antioco;SANT'ANTIOCO;Iglesiente;94;38,2;53,8;;;1 h;0,0;0;0;200420170000
;;;;;;53;74,6;;;3 h;0,0;0;0;200420170000
;;;;;;65,2;91,6;;;6 h;0,0;0;0;200420170000
;;;;;;80,4;112,4;;;12 h;0,0;0;0;200420170000
;;;;;;99;138;;;24 h;0,0;0;0;200420170000
Minori tra il Flumini Mannu di Pabillonis e il Tirso;;;;;;;;;;
1;Minori tra il Flumini Mannu di Pabillonis e il Tirso;Villa Verde;VILLAVERDE;Bacini Montevecchio-Pischilappiu;249;37,2;52;;;1 h;0,0;0;0;200420170000
;;;;;;51,2;71,2;;;3 h;0,0;0;0;200420170000
;;;;;;62,6;86,6;;;6 h;0,0;0;0;200420170000
;;;;;;76,4;105,6;;;12 h;0,0;0;0;200420170000
;;;;;;93,4;128,6;;;24 h;0,0;0;0;200420170000
Minori tra il Liscia e il Padrongianus;;;;;;;;;;
1;Minori tra il Liscia e il Padrongianus;Golfo Aranci;GOLFO ARANCI;Gallura;57;38,8;54,8;;;1 h;0,0;0;0;200420170000
;;;;;;54,6;76,8;;;3 h;0,0;0;0;200420170000
;;;;;;67,8;95,2;;;6 h;0,0;0;0;200420170000
;;;;;;84,2;117,8;;;12 h;0,0;0;0;200420170000
;;;;;;104,4;145,8;;;24 h;0,0;0;0;200420170000
2;Minori tra il Liscia e il Padrongianus;La Maddalena;LA MADDALENA;Gallura;178;39;55;04:06;05:06 del 19 apr 2017;1 h;0,2;0,01;0,00;200420170000
;;;;;;55;77,2;02:06;05:06 del 19 apr 2017;3 h;0,2;0,00;0,00;200420170000
;;;;;;68,2;95,8;00:00;06:00 del 19 apr 2017;6 h;0,2;0,00;0,00;200420170000
;;;;;;84,8;118,6;00:31;12:31 del 19 apr 2017;12 h;0,4;0,00;0,00;200420170000
;;;;;;105,2;147;00:00;00:00 del 20 apr 2017;24 h;0,4;0,00;0,00;200420170000
Minori tra il Mannu di Portotorres e il Coghinas;;;;;;;;;;
1;Minori tra il Mannu di Portotorres e il Coghinas;Ossoni;CASTELSARDO;Logudoro;347;40,2;56,6;;;1 h;0,0;0;0;200420170000
;;;;;;57,8;81,2;;;3 h;0,0;0;0;200420170000
;;;;;;72,6;102;;;6 h;0,0;0;0;200420170000
;;;;;;91,4;127,8;;;12 h;0,0;0;0;200420170000
;;;;;;115;160,4;;;24 h;0,0;0;0;200420170000
Minori tra il Mannu di Portotorres e il Temo;;;;;;;;;;
